"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","AccCO2_soda","CO2_hrs","AccH2O_des","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
83,1664315617.5,2293.5,2022-09-27 16:53:37,16:53:37,5,"a_y_630_105","ozzie",1664315614.7,0.00104487115623666,1.04487115623666,-3.72643753061298,423.652204643892,507.326515824968,46.0372741652243,38.44426042699,0.062623830503505,2.75990631868387,0.0618449989245827,0.0387222921687072,0.00015962074799999,25.4811590769507,25.4811590769507,3.27204204908668,53.5281535634704,1.78159839345238,3.32833896715655,1.4904436556343,-46.0788179900369,42.7748814687252,3.2990115223109,-0.00476537825277745,-3.75251755383274,1.05274067835858,-3.72643753061298,427.544291322021,432.100175757576,-0.00025205007301951,65.006586053486,1.04487115623666,18.4007226570692,19.6298727272727,-1.52508283172513e-05,128.037173137619,0,0,1,0,48155,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315614.7,423.6522,419.6851,19.63305,18.39479,417.0863,19.2523,500.0915,90.64488,0.09998101,25.76864,25.00276,999.9,0,0,9998.195,0,0.220656,3.967115,432.1364,427.5497,1.238257,419.6851,18.39479,1.779634,1.667394,15.60906,14.59616,0.00100013,0,0,0,808.45,0.00100013,-13.35,-0.9,34.9748,38.1374,36.4622,38.1685,36.9748,0,0,0,1664315605.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,4.00066926829268,-0.122092682926826,0.0345037364106248,0,1.23708829268293,-0.0404830662020912,0.00570491525446943,1,1,2,"1/2",2.97437,2.75393,0.0914684,0.0920446,0.0898697,0.0869377,35459,38664.4,35363.6,38615.1,45619.7,50910.9,55252,61922.6,2.00487,1.8549,0.0411719,0,24.3278,999.9,53.663,28.309,22.8748,60.6408,45.4647,1,-0.1303,-0.022146,20.1664,5.20246,12.004,4.9757,3.29358,9999,9999,718.3,9999,1.86281,1.8677,1.86752,1.86864,1.86951,1.86554,1.86661,1.86801,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3806,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186.7,186.6,1.02539,2.62329,1.54785,2.30225,1.34644,2.39136,31.7611,14.6837,18,503.456,407.833,24.5901,25.5999,30.0001,25.5444,25.4891,20.5434,26.1361,57.9164,24.5879,419.7,18.3311,102.514,103.081,7
84,1664315622.5,2298.5,2022-09-27 16:53:42,16:53:42,5,"a_y_630_105","ozzie",1664315620,0.00105953249197354,1.05953249197355,-3.75813568299417,423.628449126701,506.740681744378,45.984542094949,38.44246367674,0.063548193636363,2.75766488979848,0.0627457162847863,0.039287327729133,0.00015962074799999,25.4721087068875,25.4721087068875,3.27028332119216,53.5128875461073,1.78058405648248,3.32739296669108,1.48969926470968,-46.7253828960335,43.3727108030099,3.34760519594857,-0.00490727632698195,-3.7415608779925,1.06766729901641,-3.75813568299417,427.513930898625,432.107121212121,6.81349633010901e-06,65.006586053486,1.05953249197355,18.3666000007397,19.6146012121212,-0.00018733590756185,128.037173137619,0,0,1,0,48231,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315620,423.628444444444,419.682111111111,19.6216888888889,18.3658777777778,417.062666666667,19.2414444444444,500.099666666667,90.6456444444444,0.100063866666667,25.7638444444444,25.0002444444444,999.9,0,0,9984.86555555556,0,0.220656,3.94624111111111,432.107,427.534111111111,1.25579,419.682111111111,18.3658777777778,1.77862,1.66478777777778,15.6001444444444,14.5719444444444,0.00100013,0,0,0,809.555555555556,0.00100013,-14.7777777777778,-0.722222222222222,34.9232222222222,38.0552222222222,36.3956666666667,38.0066666666667,36.9094444444444,0,0,0,1664315610.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.98940926829268,-0.317111498257851,0.0375437427081767,0,1.23965170731707,0.0658745644599279,0.00976103400721185,1,1,2,"1/2",2.97457,2.75388,0.0914678,0.0920541,0.0898172,0.0869051,35459,38663.6,35363.6,38614.7,45622.3,50912.3,55251.9,61922.1,2.0048,1.85497,0.0408888,0,24.3303,999.9,53.663,28.309,22.8755,60.5608,45.1522,1,-0.130152,-0.0526906,20.1665,5.20336,12.0044,4.97575,3.2936,9999,9999,718.3,9999,1.86279,1.86773,1.86751,1.86865,1.86951,1.86554,1.86664,1.868,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3799,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,186.8,186.7,1.02539,2.62451,1.54785,2.30347,1.34644,2.43408,31.7392,14.6837,18,503.426,407.883,24.5823,25.6016,30.0003,25.5465,25.4901,20.5415,26.1361,57.9164,24.5854,419.7,18.3382,102.514,103.08,7
85,1664315938.5,2614.5,2022-09-27 16:58:58,16:58:58,5,"a_n_0_111","ozzie",1664315935.5,0.00019472665091344,0.194726650913443,-0.726778131418996,420.449364544699,508.614341486955,46.1567374013239,38.1557681859841,0.011570874955921,2.75781587185328,0.0115439718237615,0.00721739427046377,0.00015962074799999,25.5303070825227,25.5303070825227,3.28160725055807,54.4829963875466,1.79361875252612,3.2920706852608,1.48798849803195,-8.58744530528285,7.97221606046457,0.614903961091127,-0.00016566297915154,-0.74560235537926,0.19281976345065,-0.726778131418996,428.016580188826,428.907854545454,-0.00041015767507342,64.9975383661551,0.194726650913443,19.5376510905148,19.7661757575758,5.14438100669432e-05,128.149073469266,0,0,1,0,48078,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315935.5,420.449363636364,419.652090909091,19.7644,19.5376363636364,413.903636363636,19.3778090909091,500.103454545455,90.6499454545455,0.100026845454545,25.5839272727273,25.0103545454545,999.9,0,0,9985.28363636364,0,0.220656,0.797302181818182,428.926909090909,428.014636363636,0.226737636363636,419.652090909091,19.5376363636364,1.79164,1.77108727272727,15.7140545454545,15.5339272727273,0.00100013,0,0,0,71.6363636363636,0.00100013,-28.7727272727273,-3.09090909090909,34.8806363636364,37.9770909090909,36.375,37.869,36.8291818181818,0,0,0,1664315926.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,0.749801219512195,0.302983191637631,0.042448274406889,0,0.229097829268293,-0.0186952891986056,0.00199639338103147,1,1,2,"1/2",2.97419,2.75383,0.090924,0.0920426,0.0902994,0.09079,35473.9,38657.1,35357.6,38607.9,45590.5,50686.9,55243,61912.1,2.0038,1.85693,0.0421107,0,24.3155,999.9,53.931,28.329,23.0153,60.5508,45.0721,1,-0.123514,0.204033,20.1675,5.20291,12.004,4.9757,3.2937,9999,9999,718.4,9999,1.86283,1.86773,1.86752,1.86872,1.86951,1.86555,1.86661,1.86807,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.545,0.3867,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,192.1,192,1.02661,2.61963,1.54785,2.30347,1.34644,2.4231,31.7392,14.6399,18,503.389,409.462,24.1062,25.6668,30,25.6131,25.5562,20.5665,22.1323,59.742,24.1049,419.7,19.4878,102.497,103.062,7
86,1664315943.5,2619.5,2022-09-27 16:59:03,16:59:03,5,"a_n_0_111","ozzie",1664315941,0.00019567742368258,0.195677423682583,-0.668905843094344,420.395111946635,500.094678403879,45.3840228133683,38.1512185094803,0.0116438943585026,2.75870024250069,0.0116166597471095,0.00726285390842028,0.00015962074799999,25.5220892818949,25.5220892818949,3.28000620068584,54.5229237845135,1.79408402798578,3.29051324370716,1.48592217270006,-8.62937438440189,8.0113718399564,0.617675745667191,-0.00016717803029919,-0.667953552997327,0.193512663438268,-0.668905843094344,428.041491352488,428.86146060606,-0.00030599428224741,64.9975383661551,0.195677423682583,19.5415952354315,19.7713151515151,4.31131253399893e-05,128.149073469266,0,0,1,0,48081,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315941,420.395111111111,419.691333333333,19.7693333333333,19.5417555555556,413.849444444444,19.3825444444444,500.102555555556,90.6507777777778,0.100083555555556,25.5759555555556,25.0135888888889,999.9,0,0,9990.41666666667,0,0.220656,0.703813333333333,428.873666666667,428.056111111111,0.227578888888889,419.691333333333,19.5417555555556,1.79210666666667,1.77147555555556,15.7181,15.5373333333333,0.00100013,0,0,0,72.9444444444444,0.00100013,-30.5,-2.72222222222222,34.826,38.0067777777778,36.354,37.8817777777778,36.812,0,0,0,1664315931.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,0.753441,0.0321843344947718,0.0398923377892633,1,0.228360487804878,-0.0159036167247384,0.00185809587982745,1,2,2,"2/2",2.97437,2.75375,0.0909168,0.0920569,0.0903143,0.0907938,35473.8,38656.5,35357.3,38607.9,45589.6,50686.8,55242.9,61912.3,2.00373,1.85677,0.0425428,0,24.3155,999.9,53.931,28.329,23.0142,60.5908,44.6074,1,-0.123567,0.16427,20.1683,5.20246,12.004,4.9757,3.29353,9999,9999,718.4,9999,1.86287,1.86773,1.86752,1.86871,1.86951,1.86554,1.86664,1.86805,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.545,0.3869,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,192.2,192,1.02661,2.63184,1.54785,2.30347,1.34644,2.32422,31.7392,14.6311,18,503.34,409.378,24.0921,25.6668,30.0001,25.6131,25.5562,20.5646,22.1323,60.1194,24.0965,419.7,19.3911,102.496,103.062,7
87,1664315948.5,2624.5,2022-09-27 16:59:08,16:59:08,5,"a_n_0_111","ozzie",1664315945.7,0.00019876114406664,0.198761144066649,-0.653227566996031,420.414600811649,496.508878537996,45.0579516232313,38.1524310317479,0.0118432170928444,2.75931844933533,0.0118150495986349,0.00738693110576505,0.00015962074799999,25.5140059170296,25.5140059170296,3.27843200833891,54.5574677186271,1.79444870584929,3.28909823143538,1.48398330248961,-8.76536645333923,8.13779996457444,0.627234457827568,-0.00017241018921509,-0.633605240644864,0.192345217581513,-0.653227566996031,428.144769170833,428.940254545455,0.0008239738249302,64.9975383661551,0.198761144066649,19.5428520693988,19.7763878787879,2.45251235329057e-05,128.149073469266,0,0,1,0,48317,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315945.7,420.4146,419.7514,19.77364,19.54742,413.8691,19.38662,500.0668,90.64967,0.09986857,25.56871,25.0074,999.9,0,0,9994.192,0,0.220656,0.6634856,428.8955,428.1198,0.2262073,419.7514,19.54742,1.792473,1.771968,15.7213,15.54168,0.00100013,0,0,0,72.25,0.00100013,-21.25,0.25,34.8687,38.0998,36.4122,38.0185,36.8748,0,0,0,1664315936.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,0.725774170731707,-0.348960668989548,0.0653128890230085,0,0.227738463414634,-0.000681763066202,0.00163399932975418,1,1,2,"1/2",2.97424,2.75388,0.0909309,0.0920411,0.0903342,0.0908567,35473.5,38657.2,35357.4,38607.8,45588.7,50683.3,55243,61912.2,2.00363,1.8567,0.0421554,0,24.3155,999.9,53.956,28.309,22.997,60.5408,44.9239,1,-0.123674,0.153214,20.1685,5.20276,12.004,4.97585,3.29358,9999,9999,718.4,9999,1.86287,1.86774,1.86751,1.8687,1.86951,1.86554,1.86665,1.86801,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.546,0.3872,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,192.2,192.1,1.02661,2.63306,1.54785,2.30225,1.34644,2.26685,31.7392,14.6224,18,503.274,409.336,24.0857,25.6668,30,25.6131,25.5562,20.565,23.0748,60.1194,24.0846,419.7,19.3396,102.497,103.062,7
88,1664315953.5,2629.5,2022-09-27 16:59:13,16:59:13,5,"a_n_0_111","ozzie",1664315951,0.0002026558013768,0.20265580137681,-0.696653908852499,420.424667533777,500.413562984089,45.4135319514997,38.154379666266,0.0120937312495672,2.76457158022375,0.0120644167813956,0.00754288830573101,0.00015962074799999,25.506322131877,25.506322131877,3.27693624395967,54.599038423433,1.79510078845327,3.28778828398349,1.48183545550639,-8.93712084071731,8.29842896069606,0.638353664734389,-0.00017859453886792,-0.718859928695764,0.218525836448295,-0.696653908852499,428.029775229918,428.884303030303,-0.00043839048794304,64.9975383661551,0.20265580137681,19.5399275033983,19.7774181818182,8.93332133994624e-05,128.149073469266,0,0,1,0,48085,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315951,420.424666666667,419.672444444444,19.7802888888889,19.5233,413.878888888889,19.3929777777778,500.107222222222,90.6520777777778,0.0999227888888889,25.562,25.0022,999.9,0,0,10025,0,0.220656,0.752081888888889,428.908666666667,428.029,0.256970555555556,419.672444444444,19.5233,1.79312333333333,1.76982777777778,15.7269666666667,15.5228222222222,0.00100013,0,0,0,63.2777777777778,0.00100013,-23.2222222222222,-2.05555555555556,34.8887777777778,38.229,36.493,38.1803333333333,36.965,0,0,0,1664315941.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,0.736529756097561,-0.259362250871081,0.0661984797385605,0,0.230124731707317,0.050133491289199,0.0117855553322274,1,1,2,"1/2",2.97415,2.75396,0.0909244,0.0920477,0.0903264,0.0905717,35473.5,38656.7,35357.2,38607.6,45588.8,50698.9,55242.7,61911.9,2.00388,1.8564,0.0412986,0,24.3155,999.9,53.98,28.329,23.0345,60.4008,45.3085,1,-0.123679,0.138216,20.1685,5.20082,12.004,4.9757,3.2934,9999,9999,718.4,9999,1.86284,1.8677,1.86751,1.86867,1.86951,1.86555,1.86663,1.868,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.545,0.387,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,192.3,192.2,1.02661,2.61719,1.54785,2.30347,1.34644,2.37549,31.7392,14.6311,18,503.439,409.169,24.0774,25.6668,30,25.6131,25.5562,20.5651,23.3779,60.1194,24.0788,419.7,19.2998,102.496,103.062,7
89,1664315958.5,2634.5,2022-09-27 16:59:18,16:59:18,5,"a_n_0_111","ozzie",1664315955.7,0.00020847712156471,0.208477121564716,-0.685540508331993,420.429600856894,496.449814436274,45.0530739487872,38.1542007809455,0.0124436895473054,2.75770143287338,0.0124125792243445,0.00776065062030931,0.00015962074799999,25.4954898980452,25.4954898980452,3.27482859937346,54.5699856260842,1.79317653875098,3.28601248136274,1.48165206062248,-9.19384106100399,8.53534354980327,0.658148022591673,-0.00018986786105301,-0.694788604287861,0.28062038358188,-0.685540508331993,428.077421107536,428.915157575757,0.00021239515127037,64.9975383661551,0.208477121564716,19.4367569199027,19.7389054545455,-0.00609140052769412,128.149073469266,0,0,1,0,48076,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315955.7,420.4296,419.7376,19.75941,19.4294,413.8838,19.37304,500.1221,90.65036,0.1001502,25.5529,24.99282,999.9,0,0,9984.562,0,0.220656,0.6917603,428.9045,428.0545,0.330004,419.7376,19.4294,1.791196,1.761282,15.71017,15.44733,0.00100013,0,0,0,60.15,0.00100013,-19.15,-2.6,34.9308,38.331,36.5496,38.2998,37.0496,0,0,0,1664315946.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,0.709096731707317,-0.0479848641114981,0.0552903392849519,1,0.25260987804878,0.333384083623693,0.0406841797965356,0,1,2,"1/2",2.97421,2.75385,0.0909285,0.0920497,0.0901893,0.090285,35473.4,38656.4,35357.3,38607.5,45595.9,50715,55242.9,61912,2.00413,1.85627,0.0410005,0,24.3144,999.9,54.004,28.329,23.0436,60.2908,45.1042,1,-0.123814,-0.565526,20.1665,5.20097,12.0041,4.97565,3.29373,9999,9999,718.4,9999,1.86287,1.86771,1.86752,1.86873,1.86951,1.86556,1.86663,1.86804,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.546,0.3851,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,192.4,192.3,1.02661,2.62207,1.54785,2.30225,1.34644,2.43164,31.7392,14.6311,18,503.604,409.099,24.097,25.6668,29.9999,25.6131,25.5562,20.5644,23.6498,60.1194,24.2973,419.7,19.3022,102.496,103.062,7
90,1664315963.5,2639.5,2022-09-27 16:59:23,16:59:23,5,"a_n_0_111","ozzie",1664315961,0.00018917941661128,0.18917941661129,-0.672834963703867,420.432000839978,503.800502446176,45.7205869176377,38.1547809976911,0.011256977161258,2.75849925200276,0.0112315184595915,0.0070219815581754,0.00015962074799999,25.4946401413615,25.4946401413615,3.27466331100111,54.4544763015873,1.7887246715097,3.28480740794042,1.48593863949141,-8.34281227255788,7.74544976169869,0.59704663340333,-0.00015625670786612,-0.695799461343682,0.286386356920614,-0.672834963703867,428.042367204023,428.866836363636,-0.00027014509398412,64.9975383661551,0.18917941661129,19.3774479234091,19.6959303030303,-0.0102613118362651,128.149073469266,0,0,1,0,48113,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315961,420.432,419.741666666667,19.7101666666667,19.3733444444444,413.886333333333,19.3260111111111,500.100555555556,90.6513444444444,0.100027766666667,25.5467222222222,24.9841333333333,999.9,0,0,9989.16666666667,0,0.220656,0.690209333333333,428.885555555556,428.034222222222,0.336826444444444,419.741666666667,19.3733444444444,1.78675444444444,1.75622222222222,15.6714,15.4024777777778,0.00100013,0,0,0,74.6111111111111,0.00100013,-28.3888888888889,-2.16666666666667,34.937,38.465,36.604,38.4581111111111,37.104,0,0,0,1664315951.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,0.699406292682927,0.116879581881532,0.0514097066687605,0,0.280443,0.478653825783972,0.0513031881745964,0,0,2,"0/2",2.97443,2.7538,0.0909241,0.0920528,0.0900626,0.0902028,35473.8,38656.6,35357.5,38607.8,45602.6,50719.4,55243.1,61911.7,2.00398,1.85632,0.0406653,0,24.3119,999.9,54.029,28.309,23.0286,60.7508,44.5553,1,-0.123908,-0.421825,20.1677,5.20022,12.0044,4.9756,3.29355,9999,9999,718.4,9999,1.86283,1.86774,1.86751,1.86869,1.86952,1.86555,1.86662,1.868,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.546,0.3834,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,192.5,192.4,1.02661,2.62817,1.54785,2.30347,1.34644,2.39502,31.7392,14.6311,18,503.505,409.127,24.2982,25.6668,29.9999,25.6131,25.5562,20.5616,23.6498,60.1194,24.3062,419.7,19.3047,102.497,103.062,7
91,1664315968.5,2644.5,2022-09-27 16:59:28,16:59:28,5,"a_n_0_111","ozzie",1664315965.7,0.00024443663821164,0.244436638211647,-0.691669265391316,420.402000861392,484.431929647544,43.9623575652491,38.151620386504,0.0145566920419658,2.75922478595554,0.0145141622287391,0.00907516210544768,0.00015962074799999,25.4808215219301,25.4808215219301,3.27197643832591,54.3737961364062,1.7862205988669,3.28507613186664,1.485755839459,-10.7796557451336,10.0080319824993,0.771203404322801,-0.00026073756349553,-0.704381144913107,0.277186078356404,-0.691669265391316,427.97955536829,428.826703030303,-0.00019127042750924,64.9975383661551,0.244436638211647,19.3565524346621,19.6728703030303,-0.0030804061380079,128.149073469266,0,0,1,0,48209,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315965.7,420.402,419.6967,19.6828,19.35678,413.8563,19.29987,500.0864,90.6503,0.10003018,25.5481,24.98422,999.9,0,0,9993.569,0,0.220656,0.7053557,428.8428,427.981,0.3260466,419.6967,19.35678,1.784253,1.754696,15.64953,15.38897,0.00100013,0,0,0,61.45,0.00100013,-18.95,-2.1,34.9937,38.5496,36.6622,38.5748,37.1746,0,0,0,1664315956.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,0.714723878048781,-0.224268355400696,0.0353149966535984,0,0.304727804878049,0.360124473867596,0.0444440009341542,0,0,2,"0/2",2.97431,2.75391,0.0909166,0.0920409,0.0899908,0.0901798,35474.1,38657.2,35357.5,38607.9,45606.4,50721.2,55243.3,61912.4,2.0039,1.8561,0.0414029,0,24.3093,999.9,54.053,28.309,23.0387,60.7008,45.0761,1,-0.124296,-0.228184,20.1681,5.19947,12.0041,4.97565,3.29363,9999,9999,718.4,9999,1.86285,1.8677,1.86752,1.86872,1.86951,1.86554,1.86664,1.86803,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.546,0.3825,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,192.6,192.5,1.02661,2.6355,1.54785,2.30347,1.34644,2.2583,31.7392,14.6224,18,503.456,409.001,24.3349,25.6668,30,25.6131,25.5562,20.5633,23.6498,60.1194,24.3181,419.7,19.307,102.497,103.063,7
92,1664315973.5,2649.5,2022-09-27 16:59:33,16:59:33,5,"a_n_0_111","ozzie",1664315971,0.00024735255455689,0.247352554556891,-0.675166097479141,420.412667508251,481.898349104282,43.732411842231,38.1525688007351,0.0147025762513591,2.76144979976095,0.0146592259337616,0.00916590034245556,0.00015962074799999,25.4854145748391,25.4854145748391,3.27286929121389,54.2968662208912,1.78425947569786,3.28611870239272,1.48860981551603,-10.9082476559589,10.1279659950221,0.779855436972379,-0.00026660321643312,-0.678605066934403,0.261325835958035,-0.675166097479141,428.027260121542,428.852557575757,0.00014840204015743,64.9975383661551,0.247352554556891,19.3540721260152,19.6549636363636,-0.0010657849658233,128.149073469266,0,0,1,0,48103,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664315971,420.412666666667,419.730333333333,19.6612,19.3538444444444,413.867,19.2791888888889,500.113666666667,90.6503111111111,0.0999724777777778,25.5534444444444,24.9921777777778,999.9,0,0,10006.7222222222,0,0.220656,0.682423777777778,428.844222222222,428.014,0.307354333333333,419.730333333333,19.3538444444444,1.78229333333333,1.75443222222222,15.6323555555556,15.3866,0.00100013,0,0,0,74.8333333333333,0.00100013,-15.7777777777778,-0.888888888888889,35,38.6525555555556,36.729,38.715,37.229,0,0,0,1664315961.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,0.696854707317073,-0.0523034843205566,0.0219224189550598,1,0.324026804878049,-0.0143960487804886,0.0167183100444517,1,2,2,"2/2",2.97416,2.75395,0.0909228,0.0920486,0.0899362,0.0901777,35473.5,38657.2,35357.2,38608.2,45608.7,50721.6,55242.7,61912.7,2.00408,1.85615,0.041984,0,24.3073,999.9,54.053,28.329,23.0665,60.5608,45.2885,1,-0.124192,-0.129905,20.1686,5.20052,12.0041,4.9757,3.29363,9999,9999,718.4,9999,1.86284,1.86771,1.86752,1.86871,1.86951,1.86556,1.86665,1.86805,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.546,0.3816,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,192.7,192.5,1.02661,2.62817,1.54785,2.30103,1.34644,2.27051,31.7392,14.6224,18,503.571,409.029,24.3433,25.6668,30.0001,25.6131,25.5562,20.5627,23.6498,60.1194,24.3265,419.7,19.3132,102.496,103.063,7
