"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","AccCO2_soda","CO2_hrs","AccH2O_des","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
126,1664316989.5,3665.5,2022-09-27 17:16:29,17:16:29,5,"a_n_210_129","ozzie",1664316987,0.0007839221026009,0.783922102600903,-3.53555709150136,423.538337768208,533.327104753655,48.393142740988,38.4311073883353,0.0464284919590148,2.75436825037058,0.0459980580226879,0.0287871263470549,0.00015962074799999,25.6445607783535,25.6445607783535,3.30393779961277,53.8178780537003,1.80103233204689,3.34653166787771,1.50290546756588,-34.5709647246998,32.0853701835925,2.482740811061,-0.00269410929825397,-3.53401234971313,0.785302837362303,-3.53555709150136,427.803542224586,432.126187878788,0.00020382920454433,64.9914943291429,0.783922102600903,18.9249391768491,19.8475466666667,-8.16656806458549e-05,128.225615986511,6,1,1,0,47995,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664316987,423.538333333333,419.697444444444,19.8486666666667,18.9252,416.973,19.4583222222222,500.104,90.6379444444445,0.100257888888889,25.8606333333333,25.0280222222222,999.9,0,0,9966.25,0,0.220656,3.84097444444444,432.115222222222,427.793333333333,0.923470333333333,419.697444444444,18.9252,1.79904222222222,1.71534111111111,15.7784777777778,15.0359666666667,0.00100013,0,0,0,964.666666666667,0.00100013,-21.6111111111111,-1.94444444444444,35.437,39.6387777777778,37.3051111111111,40.34,37.875,0,0,0,1664316977.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.86402609756098,-0.0487055749128842,0.0251464363841032,1,0.932364390243902,-0.0672712264808333,0.00675823220455147,1,2,2,"2/2",2.97478,2.75373,0.0915011,0.0920911,0.0906075,0.0888189,35470.2,38685.7,35374.6,38636.7,45593.7,50834,55266.4,61957.1,1.99223,1.85847,0.0507608,0,24.1947,999.9,53.809,28.288,22.9107,60.6308,45.4447,1,-0.151631,-0.34918,20.1683,5.20306,12.0041,4.97565,3.29358,9999,9999,718.6,9999,1.86281,1.86775,1.86749,1.86866,1.86951,1.86554,1.86661,1.86808,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.566,0.3903,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,209.6,209.5,1.02661,2.55249,1.54785,2.30225,1.34644,2.4231,31.5424,14.4823,18,493.199,408.227,25.2028,25.3534,30.0001,25.3288,25.2751,20.5713,23.4663,57.3914,25.1999,419.7,18.9203,102.543,103.138,7
127,1664316994.5,3670.5,2022-09-27 17:16:34,17:16:34,5,"a_n_210_129","ozzie",1664316991.7,0.00077826800461921,0.778268004619219,-3.49052360234607,423.533504341133,532.642958505642,48.3313459604419,38.4308925843667,0.0460925226676984,2.7593792583011,0.0456690277699103,0.0285808672797726,0.00015962074799999,25.6425168766804,25.6425168766804,3.30353716193731,53.8207751986454,1.80070648079537,3.34574608810297,1.50283068114194,-34.3216190037076,31.8582012633568,2.46061172160186,-0.00264639800089483,-3.52231276810813,0.781100250884799,-3.49052360234607,427.80557146474,432.076551515151,-0.00051198295048176,64.9914943291429,0.778268004619219,18.9266036956104,19.8424103030303,-6.46942077446193e-05,128.225615986511,6,1,1,0,48264,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664316991.7,423.5335,419.7045,19.84496,18.92643,416.9682,19.45476,500.103,90.6388,0.09993068,25.85667,25.0353,999.9,0,0,9995.75,0,0.220656,3.828803,432.1086,427.8015,0.9185356,419.7045,18.92643,1.798723,1.715469,15.7757,15.0371,0.00100013,0,0,0,962,0.00100013,-17.5,-1.25,35.437,39.687,37.312,40.4246,37.8998,0,0,0,1664316982.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.86389097560976,-0.204398257839717,0.0282292046322623,0,0.926925390243902,-0.0580732473867578,0.00582615962236451,1,1,2,"1/2",2.97482,2.75398,0.091494,0.0921026,0.0905898,0.0888188,35470.7,38685.5,35374.8,38637,45594.7,50834.2,55266.5,61957.2,1.99218,1.8587,0.0512265,0,24.193,999.9,53.833,28.288,22.9195,60.2808,45.4207,1,-0.151662,-0.362462,20.1684,5.20366,12.0041,4.97585,3.2934,9999,9999,718.6,9999,1.8628,1.86777,1.86752,1.86869,1.8695,1.86555,1.86661,1.86809,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.39,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,209.7,209.6,1.02661,2.54761,1.54785,2.30103,1.34644,2.40967,31.5424,14.4823,18,493.148,408.342,25.1718,25.3529,30,25.3267,25.2739,20.5697,23.4663,57.3914,25.1721,419.7,18.9203,102.543,103.138,7
128,1664316999.5,3675.5,2022-09-27 17:16:39,17:16:39,5,"a_n_210_129","ozzie",1664316997,0.00077724650087493,0.777246500874932,-3.50225708414432,423.504893250886,533.139745347016,48.3771197332093,38.4288492974065,0.0460478389211575,2.76357353755685,0.0456257958212985,0.028553718779444,0.00015962074799999,25.6380507385641,25.6380507385641,3.30266187455391,53.8261790515449,1.80034885869669,3.34474579176917,1.50231301585722,-34.2765706885845,31.8199676291182,2.45381148194096,-0.00263195677737471,-3.50532545337899,0.777839422584339,-3.50225708414432,427.797312890521,432.080224242424,3.13746929955185e-05,64.9914943291429,0.777246500874932,18.9257561484704,19.8398763636364,-8.91576936544384e-06,128.225615986511,6,1,1,0,48076,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664316997,423.504888888889,419.694444444445,19.8407333333333,18.926,416.939888888889,19.4507444444444,500.084444444445,90.6401444444444,0.0998916444444445,25.8516222222222,25.0343555555556,999.9,0,0,10020.4111111111,0,0.220656,3.81047333333333,432.077666666667,427.790888888889,0.914754222222222,419.694444444445,18.926,1.79836666666667,1.71545444444444,15.7726,15.0369777777778,0.00100013,0,0,0,963.944444444444,0.00100013,-14.5555555555556,-1,35.437,39.743,37.375,40.5137777777778,37.937,0,0,0,1664316987.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.84165878048781,-0.309351428571425,0.0384900590393708,0,0.922193195121951,-0.0519175818815325,0.00516024985791131,1,1,2,"1/2",2.97471,2.75386,0.0914971,0.092093,0.0905857,0.0888234,35470.3,38685.9,35374.6,38637,45594.6,50833.9,55266.1,61957.3,1.99205,1.85858,0.051029,0,24.1922,999.9,53.833,28.268,22.8928,60.0208,45.5609,1,-0.151715,-0.324886,20.1684,5.20276,12.0041,4.9757,3.29363,9999,9999,718.6,9999,1.86282,1.86773,1.86752,1.86869,1.86951,1.86554,1.86661,1.86805,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.3899,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,209.8,209.6,1.02661,2.55005,1.54785,2.30225,1.34644,2.40967,31.5206,14.4823,18,493.062,408.258,25.1401,25.3512,30,25.3262,25.2719,20.5705,23.4663,57.3914,25.1357,419.7,18.9203,102.542,103.138,7
129,1664317004.5,3680.5,2022-09-27 17:16:44,17:16:44,5,"a_n_210_129","ozzie",1664317001.7,0.00077333033729735,0.773330337297356,-3.50345091329142,423.493304394444,533.691287611067,48.4282897933556,38.4286889197001,0.0458532359275208,2.76046991969036,0.0454342691117589,0.0284337415271592,0.00015962074799999,25.6308916051558,25.6308916051558,3.30125922838653,53.8462422570112,1.80016526837736,3.34315858065836,1.50109396000918,-34.1038678748134,31.6572735976737,2.44382381883284,-0.00261083755889401,-3.50897082681856,0.77452130683532,-3.50345091329142,427.777183150883,432.062066666667,-7.89353070771784e-05,64.9914943291429,0.773330337297356,18.9273474944525,19.8370096969697,-2.47736416377795e-05,128.225615986511,6,1,1,0,47826,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664317001.7,423.4933,419.6768,19.83825,18.92742,416.9283,19.44838,500.0864,90.64218,0.09996048,25.84361,25.02855,999.9,0,0,10001.825,0,0.220656,3.81637,432.0645,427.7735,0.9108438,419.6768,18.92742,1.798184,1.715622,15.771,15.03851,0.00100013,0,0,0,962.25,0.00100013,-11.55,-0.7,35.4937,39.7872,37.375,40.5872,37.9622,0,0,0,1664316992.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.82674487804878,-0.126617142857147,0.030278378192379,0,0.918077073170732,-0.0524212682926819,0.00520630987426229,1,1,2,"1/2",2.97465,2.75382,0.0914957,0.092098,0.090575,0.0888287,35470.5,38685.8,35374.7,38637.1,45595.2,50834,55266.2,61957.8,1.99215,1.85882,0.0508241,0,24.191,999.9,53.833,28.288,22.92,60.6908,45.7091,1,-0.151705,-0.311958,20.1684,5.20321,12.004,4.97575,3.29348,9999,9999,718.6,9999,1.86279,1.86776,1.86752,1.86868,1.86951,1.86554,1.86662,1.86803,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.3898,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,209.8,209.7,1.02661,2.54517,1.54785,2.30225,1.34644,2.40356,31.5424,14.4823,18,493.111,408.396,25.1055,25.3497,30,25.3246,25.2717,20.5715,23.4663,57.3914,25.1023,419.7,18.9204,102.542,103.139,7
130,1664317009.5,3685.5,2022-09-27 17:16:49,17:16:49,5,"a_n_210_129","ozzie",1664317007,0.00077044180938381,0.770441809383812,-3.50242515517059,423.508893248969,534.055653316635,48.4608005466269,38.4296652942513,0.045710845593614,2.75798881387385,0.045294093172536,0.0283459349900768,0.00015962074799999,25.6243758772914,25.6243758772914,3.29998309318689,53.8602239756737,1.79987201492259,3.34174624995156,1.50011107826431,-33.9764837938261,31.5371543520429,2.43657421521333,-0.00259560582190232,-3.50723699812051,0.771045225905991,-3.50242515517059,427.782004771085,432.065703030303,-0.00015943818853046,64.9914943291429,0.770441809383812,18.9286978032897,19.8346678787879,-1.41914507383294e-07,128.225615986511,6,1,1,0,48259,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664317007,423.508888888889,419.693,19.8352444444444,18.9285666666667,416.943888888889,19.4455111111111,500.123444444444,90.6410777777778,0.100028033333333,25.8364777777778,25.0206444444444,999.9,0,0,9987.28222222222,0,0.220656,3.81592666666667,432.079222222222,427.790333333333,0.906697333333333,419.693,18.9285666666667,1.79788666666667,1.71570666666667,15.7684444444444,15.0392555555556,0.00100013,0,0,0,959.722222222222,0.00100013,-17.9444444444444,-1.33333333333333,35.5,39.826,37.4301111111111,40.6801111111111,38,0,0,0,1664316997.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.82104365853658,-0.0870602090592306,0.0299811454373754,1,0.913746585365854,-0.0487768432055768,0.00484453487397414,1,2,2,"2/2",2.97445,2.75395,0.0914975,0.0921043,0.0905682,0.0888309,35470.6,38685.7,35374.8,38637.2,45595.7,50834,55266.4,61957.9,1.9921,1.8591,0.0507124,0,24.189,999.9,53.833,28.288,22.9202,60.1908,46.1178,1,-0.151824,-0.319619,20.1683,5.20291,12.004,4.9757,3.29368,9999,9999,718.6,9999,1.86283,1.8678,1.86752,1.8687,1.86951,1.86555,1.86663,1.86803,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.3897,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,209.9,209.8,1.02783,2.56592,1.54785,2.30225,1.34644,2.2998,31.5424,14.4735,18,493.065,408.533,25.0756,25.3491,29.9999,25.323,25.2696,20.5699,23.4663,57.3914,25.075,419.7,18.9204,102.543,103.139,7
131,1664317014.5,3690.5,2022-09-27 17:16:54,17:16:54,5,"a_n_210_129","ozzie",1664317011.7,0.00076900737977511,0.769007379775115,-3.46949879730376,423.508704329015,533.095465854539,48.3737081431772,38.4296768055741,0.0456408332734356,2.76512089137733,0.0452264113963625,0.0283034275393196,0.00015962074799999,25.620879279021,25.620879279021,3.29929844606827,53.8700503195295,1.79973139742847,3.34087565679517,1.4995670486398,-33.9132254480826,31.4843667897927,2.4261255118975,-0.00257352564439372,-3.48837879328356,0.769758933012855,-3.46949879730376,427.827197930993,432.07026060606,-3.82404947310391e-05,64.9914943291429,0.769007379775115,18.9286236381805,19.832983030303,-3.48143832086426e-06,128.225615986511,6,1,1,0,47946,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664317011.7,423.5087,419.7146,19.83368,18.92847,416.9437,19.44402,500.0995,90.64139,0.09978347,25.83208,25.01519,999.9,0,0,10029.435,0,0.220656,3.794019,432.0785,427.8125,0.9052233,419.7146,18.92847,1.797753,1.715702,15.76725,15.03924,0.00100013,0,0,0,957.1,0.00100013,-20.45,-1.55,35.5124,39.875,37.437,40.7561,38.0248,0,0,0,1664317002.6,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.80549341463415,-0.0109515679442408,0.0243662137745306,1,0.910146463414634,-0.0407168780487789,0.00408909823738718,1,2,2,"2/2",2.9745,2.75384,0.0914981,0.0920954,0.0905636,0.0888306,35470.5,38686.2,35374.8,38637.4,45595.9,50834.1,55266.3,61958,1.99207,1.859,0.0500716,0,24.1881,999.9,53.833,28.288,22.9188,60.5008,46.0897,1,-0.152198,-0.344752,20.1683,5.20336,12.0043,4.9758,3.29353,9999,9999,718.7,9999,1.86282,1.86777,1.86752,1.86868,1.86951,1.86554,1.86661,1.86804,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.3896,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,210,209.9,1.02661,2.5647,1.54785,2.30225,1.34644,2.27783,31.5206,14.4648,18,493.043,408.475,25.0517,25.3469,29.9999,25.3224,25.2693,20.5713,23.4663,57.3914,25.0547,419.7,18.9224,102.543,103.14,7
132,1664317019.5,3695.5,2022-09-27 17:16:59,17:16:59,5,"a_n_210_129","ozzie",1664317017,0.00076733576480875,0.767335764808752,-3.50680699311502,423.498337720942,534.586698732581,48.5094752449673,38.4290933138901,0.0455697306300314,2.75375535185338,0.0451549042839186,0.0282587708327667,0.00015962074799999,25.6157059315155,25.6157059315155,3.29828571274003,53.8810553029056,1.79958458824949,3.33992082770592,1.49870112449054,-33.8395072280659,31.4067541866555,2.43001147047844,-0.00258195018404094,-3.51421661728792,0.767300701655857,-3.50680699311502,427.769481770471,432.058418181818,-0.00012186713156421,64.9914943291429,0.767335764808752,18.9293052683654,19.8319048484848,-2.88237811169556e-05,128.225615986511,6,1,1,0,48137,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664317017,423.498333333333,419.672111111111,19.8318777777778,18.9295888888889,416.933333333333,19.4422888888889,500.117222222222,90.6416888888889,0.100328,25.8272555555556,25.0099888888889,999.9,0,0,9962.22222222222,0,0.220656,3.82624444444444,432.067,427.769444444445,0.902290222222222,419.672111111111,18.9295888888889,1.79759555555556,1.71581,15.7658777777778,15.0401777777778,0.00100013,0,0,0,957,0.00100013,-16.2222222222222,-0.222222222222222,35.562,39.9301111111111,37.465,40.854,38.062,0,0,0,1664317007.4,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.81579951219512,-0.0256509407665504,0.0250414517765867,1,0.907078609756098,-0.0341073658536581,0.00346426457812071,1,2,2,"2/2",2.97459,2.75392,0.0914956,0.0921024,0.0905607,0.0888372,35470.9,38686.1,35375.1,38637.5,45596.3,50833.8,55266.6,61958.1,1.99247,1.85915,0.0505,0,24.185,999.9,53.858,28.268,22.9043,60.3308,46.0857,1,-0.152233,-0.372753,20.1682,5.20306,12.004,4.97565,3.29358,9999,9999,718.7,9999,1.8628,1.86774,1.86751,1.86867,1.86951,1.86554,1.86662,1.86806,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.565,0.3896,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,210.1,210,1.02783,2.56348,1.54785,2.30225,1.34644,2.29736,31.5424,14.4648,18,493.283,408.545,25.0375,25.3469,30.0001,25.3203,25.2675,20.5722,23.4663,57.3914,25.0417,419.7,18.9208,102.543,103.14,7
133,1664317395.1,4071.09999990463,2022-09-27 17:23:15,17:23:15,5,"a_y_0_74","ozzie",1664317392.1,0.00249347484414732,2.49347484414733,-3.65418782075994,422.778095474961,450.860644236435,40.909036482434,38.3609542169071,0.149906877655951,2.76093736400062,0.145527493704579,0.0913374969051015,0.00015962074799999,25.7655127470408,25.7655127470408,3.32772203956673,52.437055323642,1.81713297711075,3.46536045148872,1.51058906245598,-109.962240626897,102.030463929524,7.90442438259636,-0.0271926940291678,-3.62641462845073,2.49318575568586,-3.65418782075994,426.972286511869,431.4322,9.65736983169432e-05,64.9926881452891,2.49347484414733,17.0951709647862,20.0266739393939,1.4691285569115e-05,128.210106180371,0,0,1,0,47994,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664317392.1,422.778090909091,419.691909090909,20.0267181818182,17.0954181818182,416.217636363636,19.6283727272727,500.103454545455,90.6354272727273,0.100007290909091,26.4509818181818,25.1220636363636,999.9,0,0,10005.3345454545,0,0.220656,3.08637636363636,431.417818181818,426.991363636364,2.93129727272727,419.691909090909,17.0954181818182,1.81513090909091,1.54945181818182,15.9177090909091,13.4650636363636,0.00100013,0,0,0,869.590909090909,0.00100013,-19.6363636363636,-2.86363636363636,35.7669090909091,40.3177272727273,37.75,41.5507272727273,38.3520909090909,0,0,0,1664317383,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.112937,-0.239219212007502,0.038743341892511,0,2.94933925,-0.194706754221395,0.0200220088137405,0,0,2,"0/2",2.97459,2.75387,0.0913898,0.0920992,0.0911916,0.0826521,35476.1,38689.5,35375.7,38641,45564.5,51184.4,55267.3,61963.4,2.00595,1.8563,0.0436977,0,24.3998,999.9,53.058,28.228,22.5121,60.1135,46.1779,1,-0.155762,-0.325229,20.1679,5.20022,12.0041,4.9757,3.29368,9999,9999,718.8,9999,1.86279,1.86774,1.86752,1.86869,1.86951,1.86555,1.86661,1.86801,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.561,0.3983,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,216.4,216.2,1.02539,2.51831,1.54785,2.30225,1.34644,2.40601,31.477,14.421,18,501.451,406.46,26.3898,25.2916,30.0002,25.2545,25.2001,20.5566,29.0446,54.0011,26.2616,419.7,17.1638,102.545,103.149,7
134,1664317400.1,4076.09999990463,2022-09-27 17:23:20,17:23:20,5,"a_y_0_74","ozzie",1664317397.6,0.00248617360546024,2.48617360546024,-3.66657380992617,422.79178236195,451.100270257298,40.9318637556099,38.3632127348539,0.149589642064946,2.75916483884646,0.145225770003884,0.091147578840778,0.00015962074799999,25.7577927641207,25.7577927641207,3.32619951062205,52.4576362736287,1.81684778575958,3.46345721008581,1.50935172486247,-109.640256000797,101.727675577213,7.88535611188337,-0.0270646909520877,-3.67382411420347,2.49574865035816,-3.66657380992617,426.9413759128,431.417351515151,-9.21903575528056e-05,64.9926881452891,2.48617360546024,17.0957013498176,20.0189757575757,-1.52595196739539e-05,128.210106180371,0,0,1,0,48016,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664317397.6,422.791777777778,419.65,20.0230444444444,17.0886666666667,416.231222222222,19.6248777777778,500.094333333333,90.6378666666667,0.0999724666666667,26.4416666666667,25.1253888888889,999.9,0,0,9994.58555555556,0,0.220656,3.14185111111111,431.430333333333,426.945666666667,2.93436777777778,419.65,17.0886666666667,1.81484888888889,1.54888222222222,15.9152444444444,13.4594333333333,0.00100013,0,0,0,874.666666666667,0.00100013,-17.8888888888889,-0.666666666666667,35.812,40.375,37.75,41.625,38.375,0,0,0,1664317387.8,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.10451463414634,0.00905958188153545,0.0308994256871059,1,2.93926536585366,-0.105962717770033,0.0132072469200669,0,1,2,"1/2",2.97445,2.75376,0.0913917,0.0920884,0.0911635,0.0825585,35476.1,38689.5,35375.9,38640.6,45566.2,51189.3,55267.5,61963,2.00573,1.85597,0.0440143,0,24.405,999.9,53.058,28.238,22.5242,60.3035,46.23,1,-0.155729,-0.269006,20.1679,5.20007,12.004,4.97575,3.29358,9999,9999,718.8,9999,1.86281,1.86774,1.86752,1.8687,1.86951,1.86555,1.86661,1.868,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.56,0.3979,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,216.4,216.3,1.02661,2.52319,1.54785,2.30225,1.34644,2.34741,31.477,14.421,18,501.303,406.28,26.2635,25.2929,30.0002,25.2545,25.2001,20.5607,28.7537,54.0011,26.136,419.7,17.184,102.545,103.148,7
135,1664317405.1,4081.09999990463,2022-09-27 17:23:25,17:23:25,5,"a_y_0_74","ozzie",1664317402.3,0.00249322322963469,2.49322322963469,-3.63396056724101,422.758804545619,450.580845729236,40.8861626952742,38.3615624750697,0.150152568600088,2.76047619451182,0.145758333262177,0.0914830511079334,0.00015962074799999,25.7455239761051,25.7455239761051,3.32378112183728,52.4543105653565,1.81559429484686,3.46128711878633,1.50818682699041,-109.95114442689,102.020409047067,7.90338296742519,-0.0271927916495542,-3.61042482781268,2.49364345598335,-3.63396056724101,426.96799349256,431.403242424242,6.61211563410058e-05,64.9926881452891,2.49322322963469,17.0709325192029,20.0032054545455,-9.44404176577015e-05,128.210106180371,0,0,1,0,47957,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664317402.3,422.7588,419.692,20.00853,17.07666,416.1987,19.61101,500.1073,90.64103,0.0999837,26.43104,25.11756,999.9,0,0,10001.989,0,0.220656,3.06689,431.3905,426.9835,2.931884,419.692,17.07666,1.813595,1.547845,15.90446,13.44915,0.00100013,0,0,0,878.3,0.00100013,-14.85,-0.05,35.812,40.3812,37.7934,41.6684,38.4308,0,0,0,1664317393.2,0,1664304421,13:47:01,1664304414,1664304421,1,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.10001268292683,0.0345547735191577,0.0345680786080968,1,2.9336943902439,0.00590341463414855,0.00637389456653235,1,2,2,"2/2",2.97453,2.75387,0.0913943,0.0921108,0.0911203,0.082657,35476,38688.5,35375.8,38640.6,45568.4,51183.6,55267.5,61962.8,2.00588,1.85623,0.0429712,0,24.4101,999.9,52.985,28.238,22.493,60.0435,46.1739,1,-0.155356,-0.187162,20.1681,5.20306,12.004,4.9757,3.2938,9999,9999,718.8,9999,1.86281,1.8678,1.86752,1.86871,1.86951,1.86555,1.86662,1.868,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.56,0.3972,3.82578261500458,0.00683271002957456,-6.36768594959687e-07,1.4956078585089e-11,0.0666078760795521,-0.0221969148070604,0.0024413984616312,-2.29018735883798e-05,-3,1978,1,22,216.5,216.4,1.02661,2.52563,1.54785,2.30225,1.34644,2.31934,31.477,14.421,18,501.402,406.419,26.1383,25.2945,30.0001,25.2545,25.2002,20.5564,28.4688,54.0011,26.0199,419.7,17.2003,102.545,103.148,7
