"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
36,1663787954.6,457,2022-09-21 14:19:14,14:19:14,5,"a_n_140_126","ozzie",1663787952.1,0.00076643454922392,0.766434549223925,-3.55554529065062,423.875226674932,537.118874978396,48.5972756781467,38.3512518428759,0.045384790350893,2.75775782429323,0.044973899205815,0.0281452937789128,0.00015962074799999,25.6039816288833,25.6039816288833,3.29599157097718,53.8575315670618,1.79749314665933,3.33749634333157,1.49849842431785,-33.7997636207751,31.3734179512723,2.42361725782751,-0.00256879092734152,-3.52801751912402,0.765721310835525,-3.55554529065062,428.193312982358,432.515672727273,0.00536996721622676,65.3080441407109,0.766434549223925,18.9659144385926,19.8672066666667,-1.26282022305623e-05,119.397593998355,0,0,1,0,47839,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663787952.1,423.875222222222,420.032222222222,19.8667,18.9663555555556,417.369222222222,19.5684555555556,500.147888888889,90.3778666666667,0.0998244777777778,25.815,25.0534666666667,999.9,0,0,10015,0,0.232914666666667,3.84299777777778,432.466888888889,428.152555555556,0.900324888888889,420.032222222222,18.9663555555556,1.79550888888889,1.71413888888889,15.7477444444444,15.0250666666667,0.00100013,0,0,0,750.277777777778,0.00100013,-10.7222222222222,-0.166666666666667,35.125,38.4582222222222,36.6318888888889,38.5066666666667,37.1318888888889,0,0,0,1663787951.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.87260425,-0.30301249530957,0.0915931561004287,0,0.897118075,0.019965939962475,0.00325418816594477,1,1,2,"1/2",2.97318,2.7538,0.0909992,0.0915563,0.0904411,0.0884248,35425.4,38597,35317.7,38533.4,45552.9,50731.7,55205.1,61806,1.9828,1.8198,0.0401139,0,24.4057,999.9,46.728,30.988,23.3096,60.6142,48.1651,1,-0.0443902,0.529172,20.1317,5.20411,12.0088,4.976,3.294,9999,9999,706.3,9999,1.86356,1.86832,1.86798,1.8692,1.87012,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.506,0.2984,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51838.4,51838.4,1.01807,2.64038,1.54785,2.30103,1.34644,2.39746,35.5915,23.9737,18,499.383,396.702,24.5419,26.653,29.9995,26.6816,26.6287,20.4067,23.1423,32.9789,24.5258,420,18.9969,102.409,102.877,6
37,1663788118.6,621,2022-09-21 14:21:58,14:21:58,5,"a_y_140_89","ozzie",1663788115.6,0.00155520236813262,1.55520236813263,-3.55607719242258,423.764549907482,473.749271445046,42.8584853749748,38.3365376146005,0.0929565233614955,2.75393644659051,0.091247947784735,0.0571808603569995,0.00015962074799999,25.8231698889917,25.8231698889917,3.33911240013036,53.7649994425463,1.84137442731225,3.42485714945455,1.49773797281811,-68.5844244346489,63.6347584245128,4.93888315579269,-0.0106232335954104,-3.82333715273428,1.58217653614461,-3.55607719242258,427.934537298704,432.472442424242,-0.0403249434404289,65.3303966973165,1.55520236813263,18.4915446436618,20.34268,-0.00269484172068929,119.056297385578,0,0,1,0,47946,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788115.6,423.764545454545,419.982,20.3541909090909,18.4946636363636,417.259454545455,20.0348818181818,500.118272727273,90.3664545454545,0.100144472727273,26.2517727272727,24.9951363636364,999.9,0,0,9993.63636363636,0,0.220656,3.78247545454546,432.568909090909,427.895727272727,1.85950090909091,419.982,18.4946636363636,1.83933363636364,1.67129727272727,16.1251272727273,14.6323727272727,0.00100013,0,0,0,773,0.00100013,-22.0909090909091,-1.95454545454545,35.5,40.1475454545455,37.4200909090909,40.9713636363636,38.0338181818182,0,0,0,1663788116.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.855026,-0.504105140712958,0.101155539215606,0,1.821856,0.218504690431513,0.0258691905362344,0,0,2,"0/2",2.97376,2.75348,0.0910168,0.0916068,0.0919519,0.0868731,35433.3,38608.8,35325.2,38546.4,45482.7,50834.7,55213.4,61825.8,1.9816,1.8204,0.0248551,0,24.602,999.9,46.435,31.048,23.2455,60.7742,48.3053,1,-0.0587398,-0.770087,20.1325,5.20291,12.0099,4.9756,3.294,9999,9999,706.4,9999,1.86353,1.86829,1.8681,1.86926,1.87009,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.506,0.3187,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51841.2,51841.2,1.01929,2.64893,1.54785,2.30103,1.34644,2.28882,35.6613,23.9737,18,497.167,395.932,26.4127,26.4846,29.9997,26.5234,26.4724,20.421,24.6723,31.7577,26.4004,420,18.4733,102.427,102.911,6
38,1663788123.6,626,2022-09-21 14:22:03,14:22:03,5,"a_y_140_89","ozzie",1663788121.1,0.00158429002245966,1.58429002245967,-3.7099346398117,423.697560204109,475.27139632069,42.99576861997,38.330104450657,0.0945171902892363,2.75771964880601,0.0927537229459853,0.0581267768965953,0.00015962074799999,25.8293853508087,25.8293853508087,3.34034231637442,53.6631004135958,1.83936910355659,3.42762361730889,1.50097321281783,-69.8671899904712,64.8307289219369,5.02530455915782,-0.0109968886285827,-3.77015847314891,1.59229732194424,-3.7099346398117,427.895928057004,432.451921212121,-0.00450285023939081,65.3303966973165,1.58429002245967,18.4519358244657,20.323016969697,-0.00103983290356045,119.056297385578,0,0,1,0,47808,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788121.1,423.697555555556,419.983777777778,20.3322222222222,18.4607333333333,417.192777777778,20.0139,500.111666666667,90.3658,0.0999190666666667,26.2654444444444,25.0152111111111,999.9,0,0,10016.1111111111,0,0.220656,3.71376777777778,432.491222222222,427.882888888889,1.87147777777778,419.983777777778,18.4607333333333,1.83733777777778,1.66821888888889,16.1081,14.6038111111111,0.00100013,0,0,0,770.666666666667,0.00100013,-16.1111111111111,-1.5,35.5137777777778,40.215,37.437,41.062,38.062,0,0,0,1663788121,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.81631275,-0.788234183864916,0.118429300829387,0,1.83676425,0.262320787992491,0.0286535285687034,0,0,2,"0/2",2.97255,2.75373,0.0910002,0.0916019,0.0918909,0.0867146,35434.1,38608.8,35325.3,38546.2,45485.8,50843.4,55213.4,61825.8,1.9816,1.8206,0.0243783,0,24.6103,999.9,46.411,31.058,23.245,60.5742,48.4054,1,-0.0595528,0.149869,20.1337,5.20291,12.0099,4.9756,3.294,9999,9999,706.4,9999,1.86356,1.86829,1.8681,1.86923,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.505,0.3179,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51841.3,51841.2,1.01929,2.63428,1.54785,2.30103,1.34644,2.37061,35.6613,23.9737,18,497.126,396.01,26.3901,26.4824,29.9994,26.5189,26.468,20.4225,24.6723,31.7577,26.2339,420,18.4741,102.427,102.911,6
39,1663788128.6,631,2022-09-21 14:22:08,14:22:08,5,"a_y_140_89","ozzie",1663788125.8,0.00153202430680175,1.53202430680176,-3.577166286834,423.625104493519,475.208268587972,42.9901444465775,38.3236270014554,0.091004185613599,2.75838131242672,0.089368532786213,0.0559998412249773,0.00015962074799999,25.8450107331587,25.8450107331587,3.34343601666591,53.5904534594728,1.83700331105441,3.42785550871224,1.50643270561151,-67.5622719299575,62.692990932841,4.858842279513,-0.0102790968555126,-3.69746627267077,1.58841608363341,-3.577166286834,427.876097087943,432.34783030303,-0.0209447043084316,65.3303966973165,1.53202430680176,18.4385582605399,20.2903521212121,-0.00590232173105623,119.056297385578,0,0,1,0,47669,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788125.8,423.6251,419.9963,20.30603,18.43899,417.1207,19.98883,500.0948,90.36609,0.09981156,26.26659,25.00856,999.9,0,0,10020,0,0.2316888,3.628736,432.4056,427.8859,1.867036,419.9963,18.43899,1.834976,1.666259,16.08797,14.58561,0.00100013,0,0,0,775.05,0.00100013,-22.2,-1.5,35.5434,40.25,37.4622,41.1435,38.0872,0,0,0,1663788125.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.7362385,-0.7146328705441,0.113418771364135,0,1.85320375,0.202953433395867,0.0250238540883993,0,0,2,"0/2",2.9733,2.75422,0.0909741,0.0915622,0.0918063,0.0866987,35434.4,38611.5,35324.6,38547.1,45490.2,50845.2,55213.6,61826.9,1.982,1.8206,0.0228286,0,24.6165,999.9,46.386,31.048,23.2216,60.4642,48.4495,1,-0.0593902,-0.322876,20.1342,5.20291,12.0088,4.976,3.294,9999,9999,706.4,9999,1.86356,1.86829,1.86807,1.86923,1.87012,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.504,0.3166,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51841.3,51841.3,1.01929,2.63794,1.54785,2.2998,1.34644,2.35474,35.638,23.9737,18,497.348,395.979,26.2247,26.4779,29.9997,26.5144,26.4635,20.4243,24.6723,31.7577,26.2239,420,18.4866,102.426,102.913,6
40,1663788133.6,636,2022-09-21 14:22:13,14:22:13,5,"a_y_140_89","ozzie",1663788131.1,0.00156250395768881,1.56250395768882,-3.58060725187499,423.537559979297,473.963734924891,42.8767499562707,38.3149863970059,0.0928277526657527,2.75102156836919,0.0911220911309872,0.0571019434316076,0.00015962074799999,25.8380003077642,25.8380003077642,3.34204769930134,53.5305019198561,1.83521304349875,3.42835015118365,1.50683465580259,-68.9064245340768,63.9278333598867,4.96768632853466,-0.0107452249074242,-3.59604484127159,1.57336618677549,-3.58060725187499,427.896624762926,432.298878787879,-0.00550763718860566,65.3303966973165,1.56250395768882,18.4378465679993,20.2824290909091,-0.00094344583748003,119.056297385578,0,0,1,0,48678,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788131.1,423.537555555556,420.023,20.2866222222222,18.4374333333333,417.034,19.9702888888889,500.148333333333,90.364,0.100199677777778,26.2690333333333,24.9933111111111,999.9,0,0,9976.66666666667,0,0.220656,3.51457333333333,432.307666666667,427.912666666667,1.84921,420.023,18.4374333333333,1.83318222222222,1.66607888888889,16.0726333333333,14.5839555555556,0.00100013,0,0,0,774.833333333333,0.00100013,-21.0555555555556,-0.277777777777778,35.562,40.312,37.5,41.243,38.125,0,0,0,1663788131.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.68724075,-0.897770769230782,0.129512657284674,0,1.8620845,-0.0233536210131313,0.0104172121870489,1,1,2,"1/2",2.9728,2.75355,0.0909715,0.0915832,0.0917781,0.0866884,35435.5,38610.4,35325.5,38546.9,45492.6,50846.1,55214.6,61827.3,1.9818,1.8206,0.0220239,0,24.6248,999.9,46.386,31.058,23.2361,60.6242,48.3894,1,-0.059878,-0.477974,20.1336,5.20411,12.0099,4.9756,3.294,9999,9999,706.4,9999,1.86356,1.86829,1.86807,1.86929,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.504,0.3162,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51841.4,51841.4,1.01929,2.63428,1.54785,2.2998,1.34644,2.36572,35.6613,23.9737,18,497.177,395.947,26.1999,26.4743,29.9998,26.51,26.4591,20.4213,24.6723,31.7577,26.2181,420,18.4866,102.428,102.913,6
41,1663788138.6,641,2022-09-21 14:22:18,14:22:18,5,"a_y_140_89","ozzie",1663788135.8,0.0015626177689568,1.56261776895681,-3.32268542616692,423.50290414541,469.535607345795,42.4751534288535,38.3109407459563,0.0926958857539658,2.7553532285933,0.0909976400055367,0.0570235141640676,0.00015962074799999,25.845376469581,25.845376469581,3.34350845950757,53.4896601281195,1.83454684697189,3.4297223848081,1.50896161253568,-68.9114436109952,63.9394388729213,4.96112926143839,-0.0107158558875398,-3.57518285428371,1.56839810333547,-3.32268542616692,427.891555620679,432.164412121212,-0.0445519911808673,65.3303966973165,1.56261776895681,18.438110332547,20.27682,-0.0002116462476405,119.056297385578,0,0,1,0,48080,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788135.8,423.5029,420.0102,20.27974,18.43607,416.9994,19.9637,500.065,90.36214,0.09990966,26.27581,24.98222,999.9,0,0,10002.5,0,0.2316888,3.492521,432.2692,427.899,1.843668,420.0102,18.43607,1.832521,1.665925,16.067,14.5825,0.00100013,0,0,0,768.8,0.00100013,-9.65,-1,35.562,40.3372,37.5248,41.3058,38.1622,0,0,0,1663788136,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.6124005,-0.826948818011258,0.1346791260543,0,1.857886,-0.0905340337711054,0.0131311945001207,1,1,2,"1/2",2.97367,2.75365,0.0909619,0.0915792,0.0917612,0.0866923,35435.8,38611.2,35325.5,38547.5,45493.6,50846.3,55214.9,61827.7,1.9818,1.8208,0.0202954,0,24.6331,999.9,46.362,31.058,23.2218,60.4242,48.3333,1,-0.0605285,-0.639499,20.1333,5.20411,12.0099,4.976,3.294,9999,9999,706.4,9999,1.86356,1.86829,1.86804,1.86932,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.503,0.316,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51841.5,51841.5,1.01929,2.64526,1.54785,2.2998,1.34644,2.30469,35.6613,23.9649,18,497.136,396.026,26.1983,26.4712,29.9997,26.5055,26.4551,20.4236,24.6723,31.7577,26.2279,420,18.4866,102.429,102.914,6
42,1663788143.6,646,2022-09-21 14:22:23,14:22:23,5,"a_y_140_89","ozzie",1663788141.1,0.00156674152257457,1.56674152257457,-3.32555423424682,423.408226388722,469.366828223211,42.4601410741682,38.3026067105853,0.0928950424660576,2.74986174385422,0.0911862255734085,0.0571423031865689,0.00015962074799999,25.8492217009238,25.8492217009238,3.34427018248452,53.4686386086748,1.83445175430915,3.43089295340976,1.50981842817536,-69.0933011455386,64.0986718330103,4.98365696972681,-0.0108127220534868,-3.52721121479751,1.56524014441204,-3.32555423424682,427.870139028586,432.091648484849,-0.0330496297626102,65.3303966973165,1.56674152257457,18.4388831942491,20.2795751515151,0.00010335703036768,119.056297385578,0,0,1,0,48034,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788141.1,423.408222222222,419.971555555556,20.2785666666667,18.4387444444444,416.905666666667,19.9625666666667,500.102444444444,90.3622888888889,0.100305655555556,26.2815888888889,24.9917444444444,999.9,0,0,9970,0,0.220656,3.43671777777778,432.172444444444,427.860777777778,1.83981666666667,419.971555555556,18.4387444444444,1.83241777777778,1.66616666666667,16.0661,14.5847555555556,0.00100013,0,0,0,772.444444444444,0.00100013,-6.94444444444444,1,35.625,40.3887777777778,37.562,41.4025555555556,38.187,0,0,0,1663788140.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.549335,-0.659173508442783,0.122033799150072,0,1.85205475,-0.122878311444653,0.0128926312263052,0,0,2,"0/2",2.97377,2.75375,0.09095,0.0915961,0.091755,0.0867045,35436.8,38611.1,35325.9,38548.1,45493.7,50846,55214.5,61828.2,1.9818,1.82,0.0218451,0,24.6409,999.9,46.362,31.058,23.223,61.0642,48.3454,1,-0.0603659,-0.706275,20.1327,5.20172,12.0099,4.976,3.294,9999,9999,706.4,9999,1.86356,1.86829,1.86813,1.86932,1.87012,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.503,0.3159,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51841.6,51841.6,1.01929,2.65015,1.54785,2.30103,1.34644,2.26562,35.6613,23.9649,18,497.096,395.557,26.2172,26.4667,29.9999,26.501,26.4507,20.4251,24.6723,31.7577,26.2384,420,18.4866,102.429,102.915,6
43,1663788148.6,651,2022-09-21 14:22:28,14:22:28,5,"a_y_140_89","ozzie",1663788145.8,0.00156207450283452,1.56207450283453,-3.39783656237059,423.349604268789,470.810504700597,42.5918703303354,38.2983201721076,0.0924533821220842,2.75836279048909,0.090765730147332,0.0568776442076308,0.00015962074799999,25.8623068229312,25.8623068229312,3.34686342178099,53.4381827389165,1.8345505056277,3.43303310778882,1.51231291615329,-68.8874855750026,63.9214865886657,4.9551517022415,-0.0106876633474968,-3.4750664130338,1.56439348527511,-3.39783656237059,427.85107696966,432.072090909091,-0.014270718242302,65.3303966973165,1.56207450283453,18.4404446365935,20.2772854545455,-7.55990847129121e-05,119.056297385578,0,0,1,0,47663,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788145.8,423.3496,419.9748,20.27912,18.44021,416.8471,19.9631,500.0796,90.3651,0.0998958,26.29215,24.99988,999.9,0,0,10020,0,0.2316888,3.374685,432.1124,427.8649,1.838898,419.9748,18.44021,1.832525,1.666352,16.06702,14.58647,0.00100013,0,0,0,767.6,0.00100013,-11.65,0.2,35.625,40.4308,37.5746,41.4622,38.2248,0,0,0,1663788146.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.48996375,-0.823877560975622,0.126909783166774,0,1.84405525,-0.0504496435272096,0.00586412823337791,1,1,2,"1/2",2.97428,2.75379,0.0909373,0.0916005,0.091777,0.0867024,35437.4,38611.1,35326,38548.3,45492.9,50846.2,55215,61828.3,1.9818,1.8202,0.0205338,0,24.6492,999.9,46.362,31.058,23.2232,60.2642,48.117,1,-0.0611382,-0.674575,20.1332,5.20411,12.0099,4.976,3.294,9999,9999,706.4,9999,1.86356,1.86829,1.86801,1.86923,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.503,0.3162,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51841.7,51841.7,1.01929,2.64893,1.54785,2.2998,1.34644,2.29126,35.6613,23.9737,18,497.064,395.635,26.2355,26.4632,29.9997,26.4979,26.4463,20.4246,24.6723,31.7577,26.2394,420,18.4866,102.429,102.915,6
44,1663788153.6,656,2022-09-21 14:22:33,14:22:33,5,"a_y_140_89","ozzie",1663788151.1,0.00157250609876516,1.57250609876517,-3.3721272096645,423.32444867625,469.972464669232,42.5156867302251,38.2957109153867,0.093042332933039,2.75214984350293,0.091329543651388,0.0572322258666743,0.00015962074799999,25.8679274190925,25.8679274190925,3.34797786348599,53.4213765761181,1.83499106951007,3.43493782286844,1.51298679397592,-69.3475189555439,64.3374501824689,4.99903240681882,-0.0108767455080994,-3.41827170822582,1.56907445892574,-3.3721272096645,427.944860807578,432.071333333334,-0.00098853060589099,65.3303966973165,1.57250609876517,18.4388850403541,20.2865412121212,8.30309025054782e-05,119.056297385578,0,0,1,0,47891,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788151.1,423.324444444444,420.020222222222,20.2841666666667,18.4398222222222,416.821888888889,19.9679333333333,500.095444444444,90.3640444444444,0.100163411111111,26.3015444444444,24.9929888888889,999.9,0,0,9983.33333333333,0,0.220656,3.30428777777778,432.089111111111,427.910666666667,1.84434111111111,420.020222222222,18.4398222222222,1.83296,1.66629555555556,16.0707333333333,14.5859777777778,0.00100013,0,0,0,776.722222222222,0.00100013,-19.6111111111111,-1.72222222222222,35.6663333333333,40.479,37.625,41.5413333333333,38.25,0,0,0,1663788151,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.41130625,-0.846134071294565,0.122644192783179,0,1.841676,-0.00713786116323062,0.003830857475814,1,1,2,"1/2",2.97426,2.75368,0.0909399,0.0915694,0.0917882,0.0867049,35437.3,38612.7,35326,38548.5,45492.2,50846.1,55214.9,61828.3,1.9824,1.8208,0.0209212,0,24.6559,999.9,46.362,31.058,23.2245,60.8442,47.6963,1,-0.0610163,-0.683922,20.1322,5.19932,12.0099,4.9756,3.294,9999,9999,706.4,9999,1.8635,1.86829,1.8681,1.86923,1.87009,1.86612,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.502,0.3164,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51841.8,51841.7,1.01929,2.6416,1.54785,2.2998,1.34644,2.42432,35.6613,23.9737,18,497.417,395.932,26.2409,26.46,29.9999,26.4935,26.4418,20.4243,24.6723,31.7577,26.2445,420,18.4866,102.429,102.915,6
45,1663788158.6,661,2022-09-21 14:22:38,14:22:38,5,"a_y_140_89","ozzie",1663788155.8,0.00156961219265307,1.56961219265308,-3.43876047447976,423.253304303847,471.215766781533,42.6285344973926,38.2896103135211,0.0927584541137447,2.753464472659,0.0910567942626558,0.0570607836449114,0.00015962074799999,25.8781955979873,25.8781955979873,3.35001465653191,53.4009775783537,1.83529512444483,3.43681933865714,1.51471953208709,-69.2198976960006,64.2208327301057,4.98807764474157,-0.0108277004053576,-3.43587454704587,1.56740702249107,-3.43876047447976,427.760642766317,431.994012121212,-0.00643785017733192,65.3303966973165,1.56961219265308,18.4435863798041,20.2880642424242,3.61771466032729e-05,119.056297385578,0,0,1,0,47983,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788155.8,423.2533,419.9273,20.28735,18.44515,416.7513,19.97096,500.1439,90.36504,0.09996033,26.31082,25.01003,999.9,0,0,9991,0,0.2305855,3.326048,432.0176,427.8183,1.842182,419.9273,18.44515,1.833267,1.666797,16.07336,14.5906,0.00100013,0,0,0,780,0.00100013,-12.95,0.3,35.687,40.5,37.6374,41.5998,38.2872,0,0,0,1663788155.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.381661,-0.485748968105073,0.10342567306525,0,1.841732,0.0171377110694095,0.00352497886518487,1,1,2,"1/2",2.97254,2.75364,0.0909133,0.0916158,0.0917933,0.0867846,35438.4,38611.5,35326,38549.3,45492.2,50842.4,55215.1,61829.3,1.982,1.8214,0.0211298,0,24.6642,999.9,46.362,31.058,23.2228,60.9142,47.9127,1,-0.0610976,-0.595621,20.1334,5.20411,12.0099,4.9756,3.294,9999,9999,706.4,9999,1.86356,1.86832,1.86801,1.86923,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.502,0.3164,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51841.8,51841.8,1.01929,2.64038,1.54785,2.2998,1.34644,2.43408,35.6613,23.9737,18,497.114,396.228,26.2443,26.4556,29.9998,26.489,26.4374,20.4264,24.3933,31.7577,26.2316,420,18.6062,102.43,102.917,6
